estado,anio,mes,mes_num,sexo,homicidios_total
Chiapas,2006,Febrero,2,Mujer,3
Chiapas,2006,Marzo,3,Hombre,41
Chiapas,2006,Marzo,3,Mujer,12
Chiapas,2006,Abril,4,Hombre,24
Chiapas,2006,Abril,4,Mujer,3
Chiapas,2006,Mayo,5,Hombre,44
Chiapas,2006,Mayo,5,Mujer,3
Chiapas,2006,Junio,6,Hombre,32
Chiapas,2006,Junio,6,Mujer,7
Chiapas,2006,Julio,7,Hombre,54
Chiapas,2006,Julio,7,Mujer,3
Chiapas,2006,Agosto,8,Hombre,48
Chiapas,2006,Agosto,8,Mujer,11
Chiapas,2006,Septiembre,9,Hombre,36
Chiapas,2006,Septiembre,9,Mujer,18
Chiapas,2006,Octubre,10,Hombre,42
Chiapas,2006,Octubre,10,Mujer,8
Chiapas,2006,Noviembre,11,Hombre,45
Chiapas,2006,Noviembre,11,Mujer,8
Chiapas,2006,Diciembre,12,Hombre,31
Chiapas,2006,Diciembre,12,Mujer,3
Chiapas,2007,Enero,1,Hombre,1
Chiapas,2007,Abril,4,Hombre,5
Chiapas,2007,Mayo,5,Hombre,1
Chiapas,2007,Junio,6,Hombre,24
Chiapas,2007,Junio,6,Mujer,3
Chiapas,2007,Julio,7,Hombre,4
Chiapas,2007,Agosto,8,Hombre,13
Chiapas,2007,Agosto,8,Mujer,2
Chiapas,2007,Septiembre,9,Hombre,5
Chiapas,2007,Septiembre,9,Mujer,1
Chiapas,2007,Octubre,10,Hombre,4
Chiapas,2007,Octubre,10,Mujer,2
Chiapas,2007,Noviembre,11,Hombre,28
Chiapas,2007,Noviembre,11,Mujer,4
Chiapas,2008,Enero,1,Hombre,29
Chiapas,2008,Enero,1,Mujer,4
Chiapas,2008,Marzo,3,Hombre,12
Chiapas,2008,Marzo,3,Mujer,2
Chiapas,2008,Abril,4,Hombre,24
Chiapas,2008,Abril,4,Mujer,4
Chiapas,2008,Mayo,5,Hombre,8
Chiapas,2008,Mayo,5,Mujer,1
Chiapas,2008,Junio,6,Hombre,40
Chiapas,2008,Junio,6,Mujer,2
Chiapas,2008,Julio,7,Hombre,22
Chiapas,2008,Julio,7,Mujer,4
Chiapas,2008,Agosto,8,Hombre,17
Chiapas,2008,Agosto,8,Mujer,1
Chiapas,2008,Septiembre,9,Hombre,17
Chiapas,2008,Septiembre,9,Mujer,4
Chiapas,2008,Octubre,10,Hombre,7
Chiapas,2008,Octubre,10,Mujer,2
Chiapas,2008,Noviembre,11,Hombre,14
Chiapas,2008,Noviembre,11,Mujer,3
Chiapas,2008,Diciembre,12,Hombre,34
Chiapas,2008,Diciembre,12,Mujer,4
Chiapas,2009,Enero,1,Hombre,32
Chiapas,2009,Enero,1,Mujer,3
Chiapas,2009,Febrero,2,Hombre,43
Chiapas,2009,Febrero,2,Mujer,4
Chiapas,2009,Marzo,3,Hombre,31
Chiapas,2009,Marzo,3,Mujer,4
Chiapas,2009,Abril,4,Hombre,31
Chiapas,2009,Abril,4,Mujer,9
Chiapas,2009,Mayo,5,Hombre,32
Chiapas,2009,Mayo,5,Mujer,6
Chiapas,2009,Junio,6,Hombre,37
Chiapas,2009,Junio,6,Mujer,6
Chiapas,2009,Julio,7,Hombre,41
Chiapas,2009,Julio,7,Mujer,7
Chiapas,2009,Agosto,8,Hombre,33
Chiapas,2009,Agosto,8,Mujer,3
Chiapas,2009,Septiembre,9,Hombre,40
Chiapas,2009,Septiembre,9,Mujer,6
Chiapas,2009,Octubre,10,Hombre,36
Chiapas,2009,Octubre,10,Mujer,4
Chiapas,2009,Noviembre,11,Hombre,39
Chiapas,2009,Noviembre,11,Mujer,7
Chiapas,2009,Diciembre,12,Hombre,44
Chiapas,2009,Diciembre,12,Mujer,4
Chiapas,2010,Enero,1,Hombre,18
Chiapas,2010,Enero,1,Mujer,2
Chiapas,2010,Febrero,2,Hombre,5
Chiapas,2010,Febrero,2,Mujer,2
Chiapas,2010,Marzo,3,Hombre,7
Chiapas,2010,Marzo,3,Mujer,1
Chiapas,2010,Abril,4,Hombre,14
Chiapas,2010,Abril,4,Mujer,4
Chiapas,2010,Mayo,5,Hombre,14
Chiapas,2010,Junio,6,Hombre,23
Chiapas,2010,Junio,6,Mujer,1
Chiapas,2010,Julio,7,Hombre,16
Chiapas,2010,Julio,7,Mujer,4
Chiapas,2010,Agosto,8,Hombre,10
Chiapas,2010,Septiembre,9,Hombre,18
Chiapas,2010,Septiembre,9,Mujer,1
Chiapas,2010,Octubre,10,Hombre,9
Chiapas,2010,Octubre,10,Mujer,4
Chiapas,2010,Noviembre,11,Hombre,10
Chiapas,2010,Noviembre,11,Mujer,1
Chiapas,2010,Diciembre,12,Hombre,20
Chiapas,2010,Diciembre,12,Mujer,2
Chiapas,2011,Enero,1,Hombre,19
Chiapas,2011,Enero,1,Mujer,4
Chiapas,2011,Febrero,2,Hombre,19
Chiapas,2011,Febrero,2,Mujer,3
Chiapas,2011,Marzo,3,Hombre,1
Chiapas,2011,Marzo,3,Mujer,1
Chiapas,2011,Abril,4,Hombre,23
Chiapas,2011,Abril,4,Mujer,1
Chiapas,2011,Mayo,5,Hombre,21
Chiapas,2011,Mayo,5,Mujer,2
Chiapas,2011,Julio,7,Hombre,30
Chiapas,2011,Julio,7,Mujer,6
Chiapas,2011,Agosto,8,Hombre,28
Chiapas,2011,Agosto,8,Mujer,2
Chiapas,2011,Septiembre,9,Hombre,2
Chiapas,2011,Octubre,10,Hombre,3
Chiapas,2011,Noviembre,11,Hombre,3
Chiapas,2011,Noviembre,11,Mujer,1
Chiapas,2011,Diciembre,12,Hombre,4
Chiapas,2011,Diciembre,12,Mujer,1
Chiapas,2012,Enero,1,Hombre,9
Chiapas,2012,Enero,1,Mujer,2
Chiapas,2012,Febrero,2,Hombre,7
Chiapas,2012,Marzo,3,Hombre,8
Chiapas,2012,Marzo,3,Mujer,1
Chiapas,2012,Abril,4,Hombre,23
Chiapas,2012,Abril,4,Mujer,6
Chiapas,2012,Mayo,5,Hombre,30
Chiapas,2012,Mayo,5,Mujer,3
Chiapas,2012,Junio,6,Hombre,51
Chiapas,2012,Junio,6,Mujer,6
Chiapas,2012,Julio,7,Hombre,49
Chiapas,2012,Julio,7,Mujer,5
Chiapas,2012,Agosto,8,Hombre,29
Chiapas,2012,Agosto,8,Mujer,10
Chiapas,2012,Septiembre,9,Hombre,27
Chiapas,2012,Septiembre,9,Mujer,12
Chiapas,2012,Octubre,10,Hombre,22
Chiapas,2012,Octubre,10,Mujer,2
Chiapas,2012,Noviembre,11,Hombre,36
Chiapas,2012,Noviembre,11,Mujer,3
Chiapas,2012,Diciembre,12,Hombre,32
Chiapas,2012,Diciembre,12,Mujer,7
Chiapas,2013,Enero,1,Hombre,27
Chiapas,2013,Enero,1,Mujer,7
Chiapas,2013,Febrero,2,Hombre,37
Chiapas,2013,Febrero,2,Mujer,7
Chiapas,2013,Marzo,3,Hombre,19
Chiapas,2013,Marzo,3,Mujer,11
Chiapas,2013,Abril,4,Hombre,33
Chiapas,2013,Abril,4,Mujer,4
Chiapas,2013,Mayo,5,Hombre,35
Chiapas,2013,Mayo,5,Mujer,7
Chiapas,2013,Junio,6,Hombre,36
Chiapas,2013,Junio,6,Mujer,4
Chiapas,2013,Julio,7,Hombre,38
Chiapas,2013,Julio,7,Mujer,8
Chiapas,2013,Agosto,8,Hombre,32
Chiapas,2013,Agosto,8,Mujer,8
Chiapas,2013,Septiembre,9,Hombre,31
Chiapas,2013,Septiembre,9,Mujer,6
Chiapas,2013,Octubre,10,Hombre,32
Chiapas,2013,Octubre,10,Mujer,7
Chiapas,2013,Noviembre,11,Hombre,36
Chiapas,2013,Noviembre,11,Mujer,6
Chiapas,2013,Diciembre,12,Hombre,44
Chiapas,2013,Diciembre,12,Mujer,8
Chiapas,2014,Enero,1,Hombre,18
Chiapas,2014,Enero,1,Mujer,4
Chiapas,2014,Febrero,2,Hombre,38
Chiapas,2014,Febrero,2,Mujer,2
Chiapas,2014,Marzo,3,Hombre,33
Chiapas,2014,Marzo,3,Mujer,3
Chiapas,2014,Abril,4,Hombre,34
Chiapas,2014,Abril,4,Mujer,13
Chiapas,2014,Mayo,5,Hombre,36
Chiapas,2014,Mayo,5,Mujer,5
Chiapas,2014,Junio,6,Hombre,31
Chiapas,2014,Junio,6,Mujer,2
Chiapas,2014,Julio,7,Hombre,34
Chiapas,2014,Julio,7,Mujer,6
Chiapas,2014,Agosto,8,Hombre,30
Chiapas,2014,Agosto,8,Mujer,3
Chiapas,2014,Septiembre,9,Hombre,22
Chiapas,2014,Septiembre,9,Mujer,5
Chiapas,2014,Octubre,10,Hombre,30
Chiapas,2014,Octubre,10,Mujer,9
Chiapas,2014,Noviembre,11,Hombre,33
Chiapas,2014,Noviembre,11,Mujer,5
Chiapas,2014,Diciembre,12,Hombre,48
Chiapas,2014,Diciembre,12,Mujer,7
Chiapas,2015,Enero,1,Hombre,22
Chiapas,2015,Enero,1,Mujer,3
Chiapas,2015,Febrero,2,Hombre,26
Chiapas,2015,Febrero,2,Mujer,5
Chiapas,2015,Marzo,3,Hombre,43
Chiapas,2015,Marzo,3,Mujer,4
Chiapas,2015,Abril,4,Hombre,39
Chiapas,2015,Abril,4,Mujer,6
Chiapas,2015,Mayo,5,Hombre,40
Chiapas,2015,Mayo,5,Mujer,4
Chiapas,2015,Junio,6,Hombre,38
Chiapas,2015,Junio,6,Mujer,6
Chiapas,2015,Julio,7,Hombre,32
Chiapas,2015,Julio,7,Mujer,7
Chiapas,2015,Agosto,8,Hombre,47
Chiapas,2015,Agosto,8,Mujer,6
Chiapas,2015,Septiembre,9,Hombre,47
Chiapas,2015,Septiembre,9,Mujer,1
Chiapas,2015,Octubre,10,Hombre,55
Chiapas,2015,Octubre,10,Mujer,10
Chiapas,2015,Noviembre,11,Hombre,40
Chiapas,2015,Noviembre,11,Mujer,5
Chiapas,2015,Diciembre,12,Hombre,40
Chiapas,2015,Diciembre,12,Mujer,7
Chiapas,2016,Enero,1,Hombre,40
Chiapas,2016,Enero,1,Mujer,6
Chiapas,2016,Febrero,2,Hombre,40
Chiapas,2016,Febrero,2,Mujer,8
Chiapas,2016,Marzo,3,Hombre,36
Chiapas,2016,Marzo,3,Mujer,9
Chiapas,2016,Abril,4,Hombre,30
Chiapas,2016,Abril,4,Mujer,8
Chiapas,2016,Mayo,5,Hombre,30
Chiapas,2016,Mayo,5,Mujer,7
Chiapas,2016,Junio,6,Hombre,47
Chiapas,2016,Junio,6,Mujer,4
Chiapas,2016,Julio,7,Hombre,36
Chiapas,2016,Julio,7,Mujer,6
Chiapas,2016,Agosto,8,Hombre,41
Chiapas,2016,Agosto,8,Mujer,2
Chiapas,2016,Septiembre,9,Hombre,35
Chiapas,2016,Septiembre,9,Mujer,5
Chiapas,2016,Octubre,10,Hombre,39
Chiapas,2016,Octubre,10,Mujer,11
Chiapas,2016,Noviembre,11,Hombre,38
Chiapas,2016,Noviembre,11,Mujer,10
Chiapas,2016,Diciembre,12,Hombre,54
Chiapas,2016,Diciembre,12,Mujer,3
Chiapas,2017,Enero,1,Hombre,36
Chiapas,2017,Enero,1,Mujer,4
Chiapas,2017,Febrero,2,Hombre,49
Chiapas,2017,Febrero,2,Mujer,4
Chiapas,2017,Marzo,3,Hombre,39
Chiapas,2017,Marzo,3,Mujer,1
Chiapas,2017,Abril,4,Hombre,42
Chiapas,2017,Abril,4,Mujer,4
Chiapas,2017,Mayo,5,Hombre,44
Chiapas,2017,Mayo,5,Mujer,8
Chiapas,2017,Junio,6,Hombre,50
Chiapas,2017,Junio,6,Mujer,8
Chiapas,2017,Julio,7,Hombre,38
Chiapas,2017,Julio,7,Mujer,3
Chiapas,2017,Agosto,8,Hombre,43
Chiapas,2017,Agosto,8,Mujer,13
Chiapas,2017,Septiembre,9,Hombre,42
Chiapas,2017,Septiembre,9,Mujer,4
Chiapas,2017,Octubre,10,Hombre,43
Chiapas,2017,Octubre,10,Mujer,5
Chiapas,2017,Noviembre,11,Hombre,58
Chiapas,2017,Noviembre,11,Mujer,4
Chiapas,2017,Diciembre,12,Hombre,38
Chiapas,2017,Diciembre,12,Mujer,6
Chiapas,2018,Enero,1,Hombre,36
Chiapas,2018,Enero,1,Mujer,4
Chiapas,2018,Febrero,2,Hombre,39
Chiapas,2018,Febrero,2,Mujer,4
Chiapas,2018,Marzo,3,Hombre,45
Chiapas,2018,Marzo,3,Mujer,4
Chiapas,2018,Abril,4,Hombre,59
Chiapas,2018,Abril,4,Mujer,3
Chiapas,2018,Mayo,5,Hombre,51
Chiapas,2018,Mayo,5,Mujer,6
Chiapas,2018,Junio,6,Hombre,44
Chiapas,2018,Junio,6,Mujer,2
Chiapas,2018,Julio,7,Hombre,47
Chiapas,2018,Julio,7,Mujer,3
Chiapas,2018,Agosto,8,Hombre,64
Chiapas,2018,Agosto,8,Mujer,5
Chiapas,2018,Septiembre,9,Hombre,49
Chiapas,2018,Septiembre,9,Mujer,10
Chiapas,2018,Octubre,10,Hombre,45
Chiapas,2018,Octubre,10,Mujer,1
Chiapas,2018,Noviembre,11,Hombre,56
Chiapas,2018,Noviembre,11,Mujer,6
Chiapas,2018,Diciembre,12,Hombre,51
Chiapas,2018,Diciembre,12,Mujer,2
Chiapas,2019,Enero,1,Hombre,41
Chiapas,2019,Enero,1,Mujer,5
Chiapas,2019,Febrero,2,Hombre,49
Chiapas,2019,Febrero,2,Mujer,6
Chiapas,2019,Marzo,3,Hombre,39
Chiapas,2019,Marzo,3,Mujer,7
Chiapas,2019,Abril,4,Hombre,43
Chiapas,2019,Abril,4,Mujer,3
Chiapas,2019,Mayo,5,Hombre,38
Chiapas,2019,Mayo,5,Mujer,5
Chiapas,2019,Junio,6,Hombre,35
Chiapas,2019,Junio,6,Mujer,5
Chiapas,2019,Julio,7,Hombre,33
Chiapas,2019,Julio,7,Mujer,4
Chiapas,2019,Agosto,8,Hombre,57
Chiapas,2019,Agosto,8,Mujer,8
Chiapas,2019,Septiembre,9,Hombre,47
Chiapas,2019,Septiembre,9,Mujer,8
Chiapas,2019,Octubre,10,Hombre,34
Chiapas,2019,Octubre,10,Mujer,2
Chiapas,2019,Noviembre,11,Hombre,54
Chiapas,2019,Noviembre,11,Mujer,6
Chiapas,2019,Diciembre,12,Hombre,68
Chiapas,2019,Diciembre,12,Mujer,7
Chiapas,2020,Enero,1,Hombre,33
Chiapas,2020,Enero,1,Mujer,5
Chiapas,2020,Febrero,2,Hombre,27
Chiapas,2020,Febrero,2,Mujer,2
Chiapas,2020,Marzo,3,Hombre,26
Chiapas,2020,Marzo,3,Mujer,6
Chiapas,2020,Abril,4,Hombre,30
Chiapas,2020,Abril,4,Mujer,5
Chiapas,2020,Mayo,5,Hombre,27
Chiapas,2020,Mayo,5,Mujer,11
Chiapas,2020,Junio,6,Hombre,28
Chiapas,2020,Junio,6,Mujer,4
Chiapas,2020,Julio,7,Hombre,39
Chiapas,2020,Julio,7,Mujer,5
Chiapas,2020,Agosto,8,Hombre,43
Chiapas,2020,Agosto,8,Mujer,7
Chiapas,2020,Septiembre,9,Hombre,45
Chiapas,2020,Septiembre,9,Mujer,5
Chiapas,2020,Octubre,10,Hombre,44
Chiapas,2020,Octubre,10,Mujer,2
Chiapas,2020,Noviembre,11,Hombre,44
Chiapas,2020,Noviembre,11,Mujer,4
Chiapas,2020,Diciembre,12,Hombre,45
Chiapas,2020,Diciembre,12,Mujer,11
Chiapas,2021,Enero,1,Hombre,38
Chiapas,2021,Enero,1,Mujer,4
Chiapas,2021,Febrero,2,Hombre,31
Chiapas,2021,Febrero,2,Mujer,2
Chiapas,2021,Marzo,3,Hombre,42
Chiapas,2021,Marzo,3,Mujer,5
Chiapas,2021,Abril,4,Hombre,38
Chiapas,2021,Abril,4,Mujer,4
Chiapas,2021,Mayo,5,Hombre,44
Chiapas,2021,Mayo,5,Mujer,8
Chiapas,2021,Junio,6,Hombre,44
Chiapas,2021,Junio,6,Mujer,5
Chiapas,2021,Julio,7,Hombre,40
Chiapas,2021,Julio,7,Mujer,7
Chiapas,2021,Agosto,8,Hombre,48
Chiapas,2021,Agosto,8,Mujer,3
Chiapas,2021,Septiembre,9,Hombre,39
Chiapas,2021,Septiembre,9,Mujer,6
Chiapas,2021,Octubre,10,Hombre,38
Chiapas,2021,Octubre,10,Mujer,5
Chiapas,2021,Noviembre,11,Hombre,29
Chiapas,2021,Noviembre,11,Mujer,3
Chiapas,2021,Diciembre,12,Hombre,44
Chiapas,2021,Diciembre,12,Mujer,8
Chiapas,2022,Enero,1,Hombre,25
Chiapas,2022,Enero,1,Mujer,3
Chiapas,2022,Febrero,2,Hombre,28
Chiapas,2022,Febrero,2,Mujer,8
Chiapas,2022,Marzo,3,Hombre,43
Chiapas,2022,Marzo,3,Mujer,2
Chiapas,2022,Abril,4,Hombre,34
Chiapas,2022,Abril,4,Mujer,7
Chiapas,2022,Mayo,5,Hombre,34
Chiapas,2022,Mayo,5,Mujer,1
Chiapas,2022,Junio,6,Hombre,35
Chiapas,2022,Junio,6,Mujer,4
Chiapas,2022,Julio,7,Hombre,30
Chiapas,2022,Julio,7,Mujer,3
Chiapas,2022,Agosto,8,Hombre,39
Chiapas,2022,Agosto,8,Mujer,7
Chiapas,2022,Septiembre,9,Hombre,31
Chiapas,2022,Septiembre,9,Mujer,5
Chiapas,2022,Octubre,10,Hombre,33
Chiapas,2022,Octubre,10,Mujer,9
Chiapas,2022,Noviembre,11,Hombre,33
Chiapas,2022,Noviembre,11,Mujer,6
Chiapas,2022,Diciembre,12,Hombre,58
Chiapas,2022,Diciembre,12,Mujer,7
Chiapas,2023,Enero,1,Hombre,28
Chiapas,2023,Febrero,2,Hombre,26
Chiapas,2023,Febrero,2,Mujer,6
Chiapas,2023,Marzo,3,Hombre,35
Chiapas,2023,Marzo,3,Mujer,5
Chiapas,2023,Abril,4,Hombre,37
Chiapas,2023,Abril,4,Mujer,5
Chiapas,2023,Mayo,5,Hombre,32
Chiapas,2023,Mayo,5,Mujer,10
Chiapas,2023,Junio,6,Hombre,45
Chiapas,2023,Junio,6,Mujer,3
Chiapas,2023,Julio,7,Hombre,38
Chiapas,2023,Julio,7,Mujer,5
Chiapas,2023,Agosto,8,Hombre,54
Chiapas,2023,Agosto,8,Mujer,3
Chiapas,2023,Septiembre,9,Hombre,47
Chiapas,2023,Septiembre,9,Mujer,5
Chiapas,2023,Octubre,10,Hombre,46
Chiapas,2023,Octubre,10,Mujer,4
Chiapas,2023,Noviembre,11,Hombre,62
Chiapas,2023,Noviembre,11,Mujer,10
Chiapas,2023,Diciembre,12,Hombre,64
Chiapas,2023,Diciembre,12,Mujer,6
Chiapas,2024,Enero,1,Hombre,37
Chiapas,2024,Enero,1,Mujer,4
Chiapas,2024,Febrero,2,Hombre,41
Chiapas,2024,Febrero,2,Mujer,3
Chiapas,2024,Marzo,3,Hombre,51
Chiapas,2024,Marzo,3,Mujer,5
Chiapas,2024,Abril,4,Hombre,85
Chiapas,2024,Abril,4,Mujer,7
Chiapas,2024,Mayo,5,Hombre,83
Chiapas,2024,Mayo,5,Mujer,11
Chiapas,2024,Junio,6,Hombre,65
Chiapas,2024,Junio,6,Mujer,11
Chiapas,2024,Julio,7,Hombre,66
Chiapas,2024,Julio,7,Mujer,3
Chiapas,2024,Agosto,8,Hombre,64
Chiapas,2024,Agosto,8,Mujer,9
Chiapas,2024,Septiembre,9,Hombre,56
Chiapas,2024,Septiembre,9,Mujer,8
Chiapas,2024,Octubre,10,Hombre,69
Chiapas,2024,Octubre,10,Mujer,11
Chiapas,2024,Noviembre,11,Hombre,64
Chiapas,2024,Noviembre,11,Mujer,7
Chiapas,2024,Diciembre,12,Hombre,65
Chiapas,2024,Diciembre,12,Mujer,11
Chihuahua,1990,Enero,1,Hombre,16
Chihuahua,1990,Enero,1,Mujer,1
Chihuahua,1990,Febrero,2,Hombre,24
Chihuahua,1990,Febrero,2,Mujer,1
Chihuahua,1990,Marzo,3,Hombre,26
Chihuahua,1990,Abril,4,Hombre,29
Chihuahua,1990,Abril,4,Mujer,4
Chihuahua,1990,Mayo,5,Hombre,23
Chihuahua,1990,Mayo,5,Mujer,2
Chihuahua,1990,Junio,6,Hombre,18
Chihuahua,1990,Junio,6,Mujer,1
Chihuahua,1990,Julio,7,Hombre,36
Chihuahua,1990,Julio,7,Mujer,2
Chihuahua,1990,Agosto,8,Hombre,27
Chihuahua,1990,Agosto,8,Mujer,2
Chihuahua,1990,Septiembre,9,Hombre,18
Chihuahua,1990,Septiembre,9,Mujer,4
Chihuahua,1990,Octubre,10,Hombre,28
Chihuahua,1990,Octubre,10,Mujer,2
Chihuahua,1990,Noviembre,11,Hombre,21
Chihuahua,1990,Noviembre,11,Mujer,4
Chihuahua,1990,Diciembre,12,Hombre,16
Chihuahua,1990,Diciembre,12,Mujer,2
Chihuahua,1991,Enero,1,Hombre,45
Chihuahua,1991,Enero,1,Mujer,1
Chihuahua,1991,Febrero,2,Hombre,24
Chihuahua,1991,Febrero,2,Mujer,1
Chihuahua,1991,Marzo,3,Hombre,23
Chihuahua,1991,Marzo,3,Mujer,2
Chihuahua,1991,Abril,4,Hombre,56
Chihuahua,1991,Abril,4,Mujer,2
Chihuahua,1991,Mayo,5,Hombre,41
Chihuahua,1991,Mayo,5,Mujer,3
Chihuahua,1991,Junio,6,Hombre,44
Chihuahua,1991,Junio,6,Mujer,9
Chihuahua,1991,Julio,7,Hombre,41
Chihuahua,1991,Julio,7,Mujer,3
Chihuahua,1991,Agosto,8,Hombre,18
Chihuahua,1991,Agosto,8,Mujer,6
Chihuahua,1991,Septiembre,9,Hombre,34
Chihuahua,1991,Octubre,10,Hombre,30
Chihuahua,1991,Octubre,10,Mujer,3
Chihuahua,1991,Noviembre,11,Hombre,25
Chihuahua,1991,Noviembre,11,Mujer,1
Chihuahua,1991,Diciembre,12,Hombre,40
Chihuahua,1991,Diciembre,12,Mujer,2
Chihuahua,1992,Enero,1,Hombre,23
Chihuahua,1992,Febrero,2,Hombre,23
Chihuahua,1992,Febrero,2,Mujer,3
Chihuahua,1992,Marzo,3,Hombre,39
Chihuahua,1992,Marzo,3,Mujer,2
Chihuahua,1992,Abril,4,Hombre,28
Chihuahua,1992,Abril,4,Mujer,5
Chihuahua,1992,Mayo,5,Hombre,38
Chihuahua,1992,Mayo,5,Mujer,2
Chihuahua,1992,Junio,6,Hombre,39
Chihuahua,1992,Junio,6,Mujer,2
Chihuahua,1992,Julio,7,Hombre,44
Chihuahua,1992,Julio,7,Mujer,6
Chihuahua,1992,Agosto,8,Hombre,38
Chihuahua,1992,Agosto,8,Mujer,8
Chihuahua,1992,Septiembre,9,Hombre,31
Chihuahua,1992,Septiembre,9,Mujer,3
Chihuahua,1992,Octubre,10,Hombre,48
Chihuahua,1992,Octubre,10,Mujer,3
Chihuahua,1992,Noviembre,11,Hombre,38
Chihuahua,1992,Noviembre,11,Mujer,2
Chihuahua,1992,Diciembre,12,Hombre,41
Chihuahua,1992,Diciembre,12,Mujer,2
Chihuahua,1993,Enero,1,Hombre,47
Chihuahua,1993,Enero,1,Mujer,6
Chihuahua,1993,Febrero,2,Hombre,15
Chihuahua,1993,Febrero,2,Mujer,4
Chihuahua,1993,Marzo,3,Hombre,25
Chihuahua,1993,Marzo,3,Mujer,1
Chihuahua,1993,Abril,4,Hombre,26
Chihuahua,1993,Abril,4,Mujer,2
Chihuahua,1993,Mayo,5,Hombre,37
Chihuahua,1993,Mayo,5,Mujer,5
Chihuahua,1993,Junio,6,Hombre,41
Chihuahua,1993,Junio,6,Mujer,1
Chihuahua,1993,Julio,7,Hombre,30
Chihuahua,1993,Agosto,8,Hombre,33
Chihuahua,1993,Agosto,8,Mujer,2
Chihuahua,1993,Septiembre,9,Hombre,51
Chihuahua,1993,Septiembre,9,Mujer,6
Chihuahua,1993,Octubre,10,Hombre,47
Chihuahua,1993,Octubre,10,Mujer,1
Chihuahua,1993,Noviembre,11,Hombre,45
Chihuahua,1993,Diciembre,12,Hombre,35
Chihuahua,1993,Diciembre,12,Mujer,4
Chihuahua,1994,Enero,1,Hombre,40
Chihuahua,1994,Enero,1,Mujer,4
Chihuahua,1994,Febrero,2,Hombre,31
Chihuahua,1994,Febrero,2,Mujer,2
Chihuahua,1994,Marzo,3,Hombre,45
Chihuahua,1994,Marzo,3,Mujer,4
Chihuahua,1994,Abril,4,Hombre,36
Chihuahua,1994,Abril,4,Mujer,4
Chihuahua,1994,Mayo,5,Hombre,73
Chihuahua,1994,Mayo,5,Mujer,4
Chihuahua,1994,Junio,6,Hombre,37
Chihuahua,1994,Junio,6,Mujer,5
Chihuahua,1994,Julio,7,Hombre,37
Chihuahua,1994,Julio,7,Mujer,6
Chihuahua,1994,Agosto,8,Hombre,47
Chihuahua,1994,Agosto,8,Mujer,1
Chihuahua,1994,Septiembre,9,Hombre,48
Chihuahua,1994,Septiembre,9,Mujer,6
Chihuahua,1994,Octubre,10,Hombre,42
Chihuahua,1994,Octubre,10,Mujer,3
Chihuahua,1994,Noviembre,11,Hombre,36
Chihuahua,1994,Diciembre,12,Hombre,55
Chihuahua,1994,Diciembre,12,Mujer,1
Chihuahua,1995,Enero,1,Hombre,57
Chihuahua,1995,Enero,1,Mujer,4
Chihuahua,1995,Febrero,2,Hombre,48
Chihuahua,1995,Febrero,2,Mujer,3
Chihuahua,1995,Marzo,3,Hombre,56
Chihuahua,1995,Marzo,3,Mujer,9
Chihuahua,1995,Abril,4,Hombre,42
Chihuahua,1995,Abril,4,Mujer,3
Chihuahua,1995,Mayo,5,Hombre,63
Chihuahua,1995,Mayo,5,Mujer,4
Chihuahua,1995,Junio,6,Hombre,51
Chihuahua,1995,Junio,6,Mujer,4
Chihuahua,1995,Julio,7,Hombre,61
Chihuahua,1995,Julio,7,Mujer,8
Chihuahua,1995,Agosto,8,Hombre,61
Chihuahua,1995,Agosto,8,Mujer,9
Chihuahua,1995,Septiembre,9,Hombre,74
Chihuahua,1995,Septiembre,9,Mujer,8
Chihuahua,1995,Octubre,10,Hombre,70
Chihuahua,1995,Octubre,10,Mujer,4
Chihuahua,1995,Noviembre,11,Hombre,40
Chihuahua,1995,Noviembre,11,Mujer,12
Chihuahua,1995,Diciembre,12,Hombre,48
Chihuahua,1995,Diciembre,12,Mujer,6
Chihuahua,1996,Enero,1,Hombre,44
Chihuahua,1996,Enero,1,Mujer,7
Chihuahua,1996,Febrero,2,Hombre,50
Chihuahua,1996,Febrero,2,Mujer,10
Chihuahua,1996,Marzo,3,Hombre,37
Chihuahua,1996,Marzo,3,Mujer,10
Chihuahua,1996,Abril,4,Hombre,44
Chihuahua,1996,Abril,4,Mujer,4
Chihuahua,1996,Mayo,5,Hombre,59
Chihuahua,1996,Mayo,5,Mujer,4
Chihuahua,1996,Junio,6,Hombre,48
Chihuahua,1996,Junio,6,Mujer,5
Chihuahua,1996,Julio,7,Hombre,58
Chihuahua,1996,Julio,7,Mujer,6
Chihuahua,1996,Agosto,8,Hombre,47
Chihuahua,1996,Agosto,8,Mujer,7
Chihuahua,1996,Septiembre,9,Hombre,38
Chihuahua,1996,Septiembre,9,Mujer,3
Chihuahua,1996,Octubre,10,Hombre,59
Chihuahua,1996,Octubre,10,Mujer,11
Chihuahua,1996,Noviembre,11,Hombre,50
Chihuahua,1996,Noviembre,11,Mujer,4
Chihuahua,1996,Diciembre,12,Hombre,46
Chihuahua,1996,Diciembre,12,Mujer,3
Chihuahua,1997,Enero,1,Hombre,65
Chihuahua,1997,Enero,1,Mujer,2
Chihuahua,1997,Febrero,2,Hombre,32
Chihuahua,1997,Febrero,2,Mujer,11
Chihuahua,1997,Marzo,3,Hombre,52
Chihuahua,1997,Marzo,3,Mujer,5
Chihuahua,1997,Abril,4,Hombre,43
