estado,anio,mes,mes_num,homicidios_total
Coahuila de Zaragoza,1994,Octubre,10,18
Coahuila de Zaragoza,1994,Noviembre,11,18
Coahuila de Zaragoza,1994,Diciembre,12,16
Coahuila de Zaragoza,1995,Enero,1,23
Coahuila de Zaragoza,1995,Febrero,2,13
Coahuila de Zaragoza,1995,Marzo,3,10
Coahuila de Zaragoza,1995,Abril,4,13
Coahuila de Zaragoza,1995,Mayo,5,18
Coahuila de Zaragoza,1995,Junio,6,14
Coahuila de Zaragoza,1995,Julio,7,19
Coahuila de Zaragoza,1995,Agosto,8,17
Coahuila de Zaragoza,1995,Septiembre,9,13
Coahuila de Zaragoza,1995,Octubre,10,15
Coahuila de Zaragoza,1995,Noviembre,11,7
Coahuila de Zaragoza,1995,Diciembre,12,13
Coahuila de Zaragoza,1996,Enero,1,15
Coahuila de Zaragoza,1996,Febrero,2,13
Coahuila de Zaragoza,1996,Marzo,3,13
Coahuila de Zaragoza,1996,Abril,4,15
Coahuila de Zaragoza,1996,Mayo,5,14
Coahuila de Zaragoza,1996,Junio,6,8
Coahuila de Zaragoza,1996,Julio,7,24
Coahuila de Zaragoza,1996,Agosto,8,12
Coahuila de Zaragoza,1996,Septiembre,9,10
Coahuila de Zaragoza,1996,Octubre,10,21
Coahuila de Zaragoza,1996,Noviembre,11,7
Coahuila de Zaragoza,1996,Diciembre,12,13
Coahuila de Zaragoza,1997,Enero,1,15
Coahuila de Zaragoza,1997,Febrero,2,12
Coahuila de Zaragoza,1997,Marzo,3,13
Coahuila de Zaragoza,1997,Abril,4,14
Coahuila de Zaragoza,1997,Mayo,5,7
Coahuila de Zaragoza,1997,Junio,6,6
Coahuila de Zaragoza,1997,Julio,7,23
Coahuila de Zaragoza,1997,Agosto,8,11
Coahuila de Zaragoza,1997,Septiembre,9,14
Coahuila de Zaragoza,1997,Octubre,10,14
Coahuila de Zaragoza,1997,Noviembre,11,10
Coahuila de Zaragoza,1997,Diciembre,12,13
Coahuila de Zaragoza,1998,Enero,1,14
Coahuila de Zaragoza,1998,Febrero,2,8
Coahuila de Zaragoza,1998,Marzo,3,16
Coahuila de Zaragoza,1998,Abril,4,12
Coahuila de Zaragoza,1998,Mayo,5,14
Coahuila de Zaragoza,1998,Junio,6,12
Coahuila de Zaragoza,1998,Julio,7,17
Coahuila de Zaragoza,1998,Agosto,8,12
Coahuila de Zaragoza,1998,Septiembre,9,10
Coahuila de Zaragoza,1998,Octubre,10,14
Coahuila de Zaragoza,1998,Noviembre,11,8
Coahuila de Zaragoza,1998,Diciembre,12,6
Coahuila de Zaragoza,1999,Enero,1,17
Coahuila de Zaragoza,1999,Febrero,2,10
Coahuila de Zaragoza,1999,Marzo,3,9
Coahuila de Zaragoza,1999,Abril,4,7
Coahuila de Zaragoza,1999,Mayo,5,9
Coahuila de Zaragoza,1999,Junio,6,13
Coahuila de Zaragoza,1999,Julio,7,16
Coahuila de Zaragoza,1999,Agosto,8,11
Coahuila de Zaragoza,1999,Septiembre,9,16
Coahuila de Zaragoza,1999,Octubre,10,10
Coahuila de Zaragoza,1999,Noviembre,11,14
Coahuila de Zaragoza,1999,Diciembre,12,14
Coahuila de Zaragoza,2000,Enero,1,8
Coahuila de Zaragoza,2000,Febrero,2,13
Coahuila de Zaragoza,2000,Marzo,3,9
Coahuila de Zaragoza,2000,Abril,4,12
Coahuila de Zaragoza,2000,Mayo,5,8
Coahuila de Zaragoza,2000,Junio,6,7
Coahuila de Zaragoza,2000,Julio,7,12
Coahuila de Zaragoza,2000,Agosto,8,13
Coahuila de Zaragoza,2000,Septiembre,9,11
Coahuila de Zaragoza,2000,Octubre,10,12
Coahuila de Zaragoza,2000,Noviembre,11,11
Coahuila de Zaragoza,2000,Diciembre,12,7
Coahuila de Zaragoza,2001,Enero,1,10
Coahuila de Zaragoza,2001,Febrero,2,7
Coahuila de Zaragoza,2001,Marzo,3,10
Coahuila de Zaragoza,2001,Abril,4,14
Coahuila de Zaragoza,2001,Mayo,5,11
Coahuila de Zaragoza,2001,Junio,6,13
Coahuila de Zaragoza,2001,Julio,7,17
Coahuila de Zaragoza,2001,Agosto,8,18
Coahuila de Zaragoza,2001,Septiembre,9,17
Coahuila de Zaragoza,2001,Octubre,10,8
Coahuila de Zaragoza,2001,Noviembre,11,16
Coahuila de Zaragoza,2001,Diciembre,12,12
Coahuila de Zaragoza,2002,Enero,1,9
Coahuila de Zaragoza,2002,Febrero,2,8
Coahuila de Zaragoza,2002,Marzo,3,13
Coahuila de Zaragoza,2002,Abril,4,17
Coahuila de Zaragoza,2002,Mayo,5,9
Coahuila de Zaragoza,2002,Junio,6,11
Coahuila de Zaragoza,2002,Julio,7,9
Coahuila de Zaragoza,2002,Agosto,8,20
Coahuila de Zaragoza,2002,Septiembre,9,11
Coahuila de Zaragoza,2002,Octubre,10,12
Coahuila de Zaragoza,2002,Noviembre,11,8
Coahuila de Zaragoza,2002,Diciembre,12,10
Coahuila de Zaragoza,2003,Enero,1,8
Coahuila de Zaragoza,2003,Febrero,2,7
Coahuila de Zaragoza,2003,Marzo,3,6
Coahuila de Zaragoza,2003,Abril,4,6
Coahuila de Zaragoza,2003,Mayo,5,11
Coahuila de Zaragoza,2003,Junio,6,9
Coahuila de Zaragoza,2003,Julio,7,14
Coahuila de Zaragoza,2003,Agosto,8,8
Coahuila de Zaragoza,2003,Septiembre,9,7
Coahuila de Zaragoza,2003,Octubre,10,14
Coahuila de Zaragoza,2003,Noviembre,11,11
Coahuila de Zaragoza,2003,Diciembre,12,17
Coahuila de Zaragoza,2004,Enero,1,12
Coahuila de Zaragoza,2004,Febrero,2,7
Coahuila de Zaragoza,2004,Marzo,3,16
Coahuila de Zaragoza,2004,Abril,4,3
Coahuila de Zaragoza,2004,Mayo,5,7
Coahuila de Zaragoza,2004,Junio,6,8
Coahuila de Zaragoza,2004,Julio,7,8
Coahuila de Zaragoza,2004,Agosto,8,13
Coahuila de Zaragoza,2004,Septiembre,9,12
Coahuila de Zaragoza,2004,Octubre,10,13
Coahuila de Zaragoza,2004,Noviembre,11,7
Coahuila de Zaragoza,2004,Diciembre,12,8
Coahuila de Zaragoza,2005,Enero,1,12
Coahuila de Zaragoza,2005,Febrero,2,6
Coahuila de Zaragoza,2005,Marzo,3,8
Coahuila de Zaragoza,2005,Abril,4,11
Coahuila de Zaragoza,2005,Mayo,5,15
Coahuila de Zaragoza,2005,Junio,6,14
Coahuila de Zaragoza,2005,Julio,7,10
Coahuila de Zaragoza,2005,Agosto,8,15
Coahuila de Zaragoza,2005,Septiembre,9,16
Coahuila de Zaragoza,2005,Octubre,10,15
Coahuila de Zaragoza,2005,Noviembre,11,11
Coahuila de Zaragoza,2005,Diciembre,12,15
Coahuila de Zaragoza,2006,Enero,1,10
Coahuila de Zaragoza,2006,Febrero,2,10
Coahuila de Zaragoza,2006,Marzo,3,9
Coahuila de Zaragoza,2006,Abril,4,6
Coahuila de Zaragoza,2006,Mayo,5,8
Coahuila de Zaragoza,2006,Junio,6,11
Coahuila de Zaragoza,2006,Julio,7,11
Coahuila de Zaragoza,2006,Agosto,8,5
Coahuila de Zaragoza,2006,Septiembre,9,10
Coahuila de Zaragoza,2006,Octubre,10,10
Coahuila de Zaragoza,2006,Noviembre,11,10
Coahuila de Zaragoza,2006,Diciembre,12,6
Coahuila de Zaragoza,2007,Enero,1,2
Coahuila de Zaragoza,2007,Marzo,3,4
Coahuila de Zaragoza,2007,Abril,4,10
Coahuila de Zaragoza,2007,Mayo,5,9
Coahuila de Zaragoza,2007,Junio,6,11
Coahuila de Zaragoza,2007,Julio,7,8
Coahuila de Zaragoza,2007,Agosto,8,12
Coahuila de Zaragoza,2007,Septiembre,9,7
Coahuila de Zaragoza,2007,Octubre,10,11
Coahuila de Zaragoza,2007,Noviembre,11,9
Coahuila de Zaragoza,2007,Diciembre,12,27
Coahuila de Zaragoza,2008,Enero,1,16
Coahuila de Zaragoza,2008,Febrero,2,17
Coahuila de Zaragoza,2008,Marzo,3,22
Coahuila de Zaragoza,2008,Abril,4,10
Coahuila de Zaragoza,2008,Mayo,5,11
Coahuila de Zaragoza,2008,Junio,6,19
Coahuila de Zaragoza,2008,Julio,7,10
Coahuila de Zaragoza,2008,Agosto,8,15
Coahuila de Zaragoza,2008,Septiembre,9,15
Coahuila de Zaragoza,2008,Octubre,10,14
Coahuila de Zaragoza,2008,Noviembre,11,14
Coahuila de Zaragoza,2008,Diciembre,12,16
Coahuila de Zaragoza,2009,Enero,1,21
Coahuila de Zaragoza,2009,Febrero,2,22
Coahuila de Zaragoza,2009,Marzo,3,25
Coahuila de Zaragoza,2009,Abril,4,18
Coahuila de Zaragoza,2009,Mayo,5,33
Coahuila de Zaragoza,2009,Junio,6,26
Coahuila de Zaragoza,2009,Julio,7,19
Coahuila de Zaragoza,2009,Agosto,8,20
Coahuila de Zaragoza,2009,Septiembre,9,19
Coahuila de Zaragoza,2009,Octubre,10,16
Coahuila de Zaragoza,2009,Noviembre,11,21
Coahuila de Zaragoza,2009,Diciembre,12,19
Coahuila de Zaragoza,2010,Enero,1,26
Coahuila de Zaragoza,2010,Febrero,2,29
Coahuila de Zaragoza,2010,Marzo,3,34
Coahuila de Zaragoza,2010,Abril,4,50
Coahuila de Zaragoza,2010,Mayo,5,62
Coahuila de Zaragoza,2010,Junio,6,58
Coahuila de Zaragoza,2010,Julio,7,42
Coahuila de Zaragoza,2010,Agosto,8,27
Coahuila de Zaragoza,2010,Septiembre,9,21
Coahuila de Zaragoza,2010,Octubre,10,24
Coahuila de Zaragoza,2010,Noviembre,11,13
Coahuila de Zaragoza,2010,Diciembre,12,18
Coahuila de Zaragoza,2011,Enero,1,23
Coahuila de Zaragoza,2011,Febrero,2,17
Coahuila de Zaragoza,2011,Marzo,3,31
Coahuila de Zaragoza,2011,Abril,4,22
Coahuila de Zaragoza,2011,Mayo,5,44
Coahuila de Zaragoza,2011,Junio,6,76
Coahuila de Zaragoza,2011,Julio,7,57
Coahuila de Zaragoza,2011,Agosto,8,60
Coahuila de Zaragoza,2011,Septiembre,9,66
Coahuila de Zaragoza,2011,Octubre,10,83
Coahuila de Zaragoza,2011,Noviembre,11,46
Coahuila de Zaragoza,2011,Diciembre,12,92
Coahuila de Zaragoza,2012,Enero,1,75
Coahuila de Zaragoza,2012,Febrero,2,74
Coahuila de Zaragoza,2012,Marzo,3,49
Coahuila de Zaragoza,2012,Abril,4,62
Coahuila de Zaragoza,2012,Mayo,5,80
Coahuila de Zaragoza,2012,Junio,6,136
Coahuila de Zaragoza,2012,Julio,7,121
Coahuila de Zaragoza,2012,Agosto,8,90
Coahuila de Zaragoza,2012,Septiembre,9,102
Coahuila de Zaragoza,2012,Octubre,10,106
Coahuila de Zaragoza,2012,Noviembre,11,81
Coahuila de Zaragoza,2012,Diciembre,12,94
Coahuila de Zaragoza,2013,Enero,1,78
Coahuila de Zaragoza,2013,Febrero,2,71
Coahuila de Zaragoza,2013,Marzo,3,81
Coahuila de Zaragoza,2013,Abril,4,81
Coahuila de Zaragoza,2013,Mayo,5,76
Coahuila de Zaragoza,2013,Junio,6,44
Coahuila de Zaragoza,2013,Julio,7,76
Coahuila de Zaragoza,2013,Agosto,8,61
Coahuila de Zaragoza,2013,Septiembre,9,56
Coahuila de Zaragoza,2013,Octubre,10,79
Coahuila de Zaragoza,2013,Noviembre,11,55
Coahuila de Zaragoza,2013,Diciembre,12,41
Coahuila de Zaragoza,2014,Enero,1,37
Coahuila de Zaragoza,2014,Febrero,2,46
Coahuila de Zaragoza,2014,Marzo,3,42
Coahuila de Zaragoza,2014,Abril,4,32
Coahuila de Zaragoza,2014,Mayo,5,41
Coahuila de Zaragoza,2014,Junio,6,36
Coahuila de Zaragoza,2014,Julio,7,40
Coahuila de Zaragoza,2014,Agosto,8,30
Coahuila de Zaragoza,2014,Septiembre,9,44
Coahuila de Zaragoza,2014,Octubre,10,36
Coahuila de Zaragoza,2014,Noviembre,11,38
Coahuila de Zaragoza,2014,Diciembre,12,41
Coahuila de Zaragoza,2015,Enero,1,48
Coahuila de Zaragoza,2015,Febrero,2,31
Coahuila de Zaragoza,2015,Marzo,3,35
Coahuila de Zaragoza,2015,Abril,4,30
Coahuila de Zaragoza,2015,Mayo,5,21
Coahuila de Zaragoza,2015,Junio,6,11
Coahuila de Zaragoza,2015,Julio,7,24
Coahuila de Zaragoza,2015,Agosto,8,22
Coahuila de Zaragoza,2015,Septiembre,9,20
Coahuila de Zaragoza,2015,Octubre,10,22
Coahuila de Zaragoza,2015,Noviembre,11,21
Coahuila de Zaragoza,2015,Diciembre,12,26
Coahuila de Zaragoza,2016,Enero,1,17
Coahuila de Zaragoza,2016,Febrero,2,19
Coahuila de Zaragoza,2016,Marzo,3,21
Coahuila de Zaragoza,2016,Abril,4,19
Coahuila de Zaragoza,2016,Mayo,5,39
Coahuila de Zaragoza,2016,Junio,6,20
Coahuila de Zaragoza,2016,Julio,7,13
Coahuila de Zaragoza,2016,Agosto,8,25
Coahuila de Zaragoza,2016,Septiembre,9,24
Coahuila de Zaragoza,2016,Octubre,10,21
Coahuila de Zaragoza,2016,Noviembre,11,13
Coahuila de Zaragoza,2016,Diciembre,12,22
Coahuila de Zaragoza,2017,Enero,1,19
Coahuila de Zaragoza,2017,Febrero,2,25
Coahuila de Zaragoza,2017,Marzo,3,30
Coahuila de Zaragoza,2017,Abril,4,23
Coahuila de Zaragoza,2017,Mayo,5,26
Coahuila de Zaragoza,2017,Junio,6,24
Coahuila de Zaragoza,2017,Julio,7,25
Coahuila de Zaragoza,2017,Agosto,8,17
Coahuila de Zaragoza,2017,Septiembre,9,24
Coahuila de Zaragoza,2017,Octubre,10,17
Coahuila de Zaragoza,2017,Noviembre,11,20
Coahuila de Zaragoza,2017,Diciembre,12,20
Coahuila de Zaragoza,2018,Enero,1,25
Coahuila de Zaragoza,2018,Febrero,2,18
Coahuila de Zaragoza,2018,Marzo,3,8
Coahuila de Zaragoza,2018,Abril,4,19
Coahuila de Zaragoza,2018,Mayo,5,26
Coahuila de Zaragoza,2018,Junio,6,19
Coahuila de Zaragoza,2018,Julio,7,19
Coahuila de Zaragoza,2018,Agosto,8,19
Coahuila de Zaragoza,2018,Septiembre,9,24
Coahuila de Zaragoza,2018,Octubre,10,20
Coahuila de Zaragoza,2018,Noviembre,11,19
Coahuila de Zaragoza,2018,Diciembre,12,28
Coahuila de Zaragoza,2019,Enero,1,29
Coahuila de Zaragoza,2019,Febrero,2,22
Coahuila de Zaragoza,2019,Marzo,3,31
Coahuila de Zaragoza,2019,Abril,4,16
Coahuila de Zaragoza,2019,Mayo,5,44
Coahuila de Zaragoza,2019,Junio,6,28
Coahuila de Zaragoza,2019,Julio,7,24
Coahuila de Zaragoza,2019,Agosto,8,15
Coahuila de Zaragoza,2019,Septiembre,9,21
Coahuila de Zaragoza,2019,Octubre,10,18
Coahuila de Zaragoza,2019,Noviembre,11,13
Coahuila de Zaragoza,2019,Diciembre,12,34
Coahuila de Zaragoza,2020,Enero,1,35
Coahuila de Zaragoza,2020,Febrero,2,13
Coahuila de Zaragoza,2020,Marzo,3,22
Coahuila de Zaragoza,2020,Abril,4,18
Coahuila de Zaragoza,2020,Mayo,5,11
Coahuila de Zaragoza,2020,Junio,6,23
Coahuila de Zaragoza,2020,Julio,7,30
Coahuila de Zaragoza,2020,Agosto,8,15
Coahuila de Zaragoza,2020,Septiembre,9,13
Coahuila de Zaragoza,2020,Octubre,10,16
Coahuila de Zaragoza,2020,Noviembre,11,28
Coahuila de Zaragoza,2020,Diciembre,12,16
Coahuila de Zaragoza,2021,Enero,1,19
Coahuila de Zaragoza,2021,Febrero,2,11
Coahuila de Zaragoza,2021,Marzo,3,16
Coahuila de Zaragoza,2021,Abril,4,14
Coahuila de Zaragoza,2021,Mayo,5,9
Coahuila de Zaragoza,2021,Junio,6,13
Coahuila de Zaragoza,2021,Julio,7,16
Coahuila de Zaragoza,2021,Agosto,8,11
Coahuila de Zaragoza,2021,Septiembre,9,15
Coahuila de Zaragoza,2021,Octubre,10,11
Coahuila de Zaragoza,2021,Noviembre,11,17
Coahuila de Zaragoza,2021,Diciembre,12,14
Coahuila de Zaragoza,2022,Enero,1,10
Coahuila de Zaragoza,2022,Febrero,2,12
Coahuila de Zaragoza,2022,Marzo,3,9
Coahuila de Zaragoza,2022,Abril,4,19
Coahuila de Zaragoza,2022,Mayo,5,17
Coahuila de Zaragoza,2022,Junio,6,14
Coahuila de Zaragoza,2022,Julio,7,16
Coahuila de Zaragoza,2022,Agosto,8,6
Coahuila de Zaragoza,2022,Septiembre,9,17
Coahuila de Zaragoza,2022,Octubre,10,19
Coahuila de Zaragoza,2022,Noviembre,11,8
Coahuila de Zaragoza,2022,Diciembre,12,19
Coahuila de Zaragoza,2023,Enero,1,11
Coahuila de Zaragoza,2023,Febrero,2,6
Coahuila de Zaragoza,2023,Marzo,3,8
Coahuila de Zaragoza,2023,Abril,4,12
Coahuila de Zaragoza,2023,Mayo,5,8
Coahuila de Zaragoza,2023,Junio,6,14
Coahuila de Zaragoza,2023,Julio,7,15
Coahuila de Zaragoza,2023,Agosto,8,12
Coahuila de Zaragoza,2023,Septiembre,9,11
Coahuila de Zaragoza,2023,Octubre,10,11
Coahuila de Zaragoza,2023,Noviembre,11,14
Coahuila de Zaragoza,2023,Diciembre,12,7
Coahuila de Zaragoza,2024,Enero,1,3
Coahuila de Zaragoza,2024,Febrero,2,8
Coahuila de Zaragoza,2024,Marzo,3,9
Coahuila de Zaragoza,2024,Abril,4,3
Coahuila de Zaragoza,2024,Mayo,5,18
Coahuila de Zaragoza,2024,Junio,6,10
Coahuila de Zaragoza,2024,Julio,7,11
Coahuila de Zaragoza,2024,Agosto,8,9
Coahuila de Zaragoza,2024,Septiembre,9,11
Coahuila de Zaragoza,2024,Octubre,10,11
Coahuila de Zaragoza,2024,Noviembre,11,5
Coahuila de Zaragoza,2024,Diciembre,12,21
Colima,1990,Enero,1,4
Colima,1990,Febrero,2,8
Colima,1990,Marzo,3,7
Colima,1990,Abril,4,6
Colima,1990,Mayo,5,3
Colima,1990,Junio,6,5
Colima,1990,Julio,7,4
Colima,1990,Agosto,8,8
Colima,1990,Septiembre,9,9
Colima,1990,Octubre,10,8
Colima,1990,Noviembre,11,6
Colima,1990,Diciembre,12,6
Colima,1991,Enero,1,7
Colima,1991,Febrero,2,3
Colima,1991,Marzo,3,9
Colima,1991,Abril,4,10
Colima,1991,Mayo,5,10
Colima,1991,Junio,6,11
Colima,1991,Julio,7,8
Colima,1991,Agosto,8,7
Colima,1991,Septiembre,9,8
Colima,1991,Octubre,10,7
Colima,1991,Noviembre,11,5
Colima,1991,Diciembre,12,10
Colima,1992,Enero,1,5
Colima,1992,Febrero,2,13
Colima,1992,Marzo,3,7
Colima,1992,Abril,4,9
Colima,1992,Mayo,5,25
Colima,1992,Junio,6,11
Colima,1992,Julio,7,8
Colima,1992,Agosto,8,6
Colima,1992,Septiembre,9,6
Colima,1992,Octubre,10,7
Colima,1992,Noviembre,11,7
Colima,1992,Diciembre,12,11
Colima,1993,Enero,1,7
Colima,1993,Febrero,2,12
Colima,1993,Marzo,3,3
Colima,1993,Abril,4,4
Colima,1993,Mayo,5,5
Colima,1993,Junio,6,7
Colima,1993,Julio,7,3
Colima,1993,Agosto,8,6
Colima,1993,Septiembre,9,3
Colima,1993,Octubre,10,7
Colima,1993,Noviembre,11,6
Colima,1993,Diciembre,12,8
Colima,1994,Enero,1,6
Colima,1994,Febrero,2,8
Colima,1994,Marzo,3,5
Colima,1994,Abril,4,8
Colima,1994,Mayo,5,8
Colima,1994,Junio,6,7
Colima,1994,Julio,7,5
Colima,1994,Agosto,8,10
Colima,1994,Septiembre,9,4
Colima,1994,Octubre,10,10
Colima,1994,Noviembre,11,4
Colima,1994,Diciembre,12,7
Colima,1995,Enero,1,4
Colima,1995,Febrero,2,5
Colima,1995,Marzo,3,6
Colima,1995,Abril,4,6
Colima,1995,Mayo,5,3
Colima,1995,Junio,6,5
Colima,1995,Julio,7,5
Colima,1995,Agosto,8,3
Colima,1995,Septiembre,9,6
Colima,1995,Octubre,10,4
Colima,1995,Noviembre,11,6
Colima,1995,Diciembre,12,7
Colima,1996,Enero,1,3
Colima,1996,Febrero,2,2
Colima,1996,Marzo,3,4
Colima,1996,Abril,4,4
Colima,1996,Mayo,5,3
Colima,1996,Julio,7,5
Colima,1996,Agosto,8,3
Colima,1996,Septiembre,9,4
Colima,1996,Octubre,10,2
Colima,1996,Noviembre,11,5
Colima,1996,Diciembre,12,7
Colima,1997,Enero,1,2
Colima,1997,Febrero,2,3
Colima,1997,Marzo,3,5
Colima,1997,Abril,4,2
Colima,1997,Mayo,5,6
Colima,1997,Junio,6,6
Colima,1997,Julio,7,2
Colima,1997,Agosto,8,9
Colima,1997,Septiembre,9,3
Colima,1997,Octubre,10,1
Colima,1997,Noviembre,11,7
Colima,1997,Diciembre,12,6
Colima,1998,Enero,1,4
Colima,1998,Febrero,2,7
Colima,1998,Marzo,3,6
Colima,1998,Abril,4,5
Colima,1998,Mayo,5,1
Colima,1998,Junio,6,3
Colima,1998,Julio,7,5
Colima,1998,Agosto,8,4
Colima,1998,Septiembre,9,6
Colima,1998,Octubre,10,3
Colima,1998,Noviembre,11,7
Colima,1998,Diciembre,12,8
Colima,1999,Enero,1,6
Colima,1999,Febrero,2,2
Colima,1999,Marzo,3,10
Colima,1999,Abril,4,9
Colima,1999,Mayo,5,5
Colima,1999,Junio,6,5
Colima,1999,Julio,7,4
Colima,1999,Agosto,8,4
Colima,1999,Septiembre,9,1
Colima,1999,Octubre,10,4
Colima,1999,Noviembre,11,6
Colima,1999,Diciembre,12,2
Colima,2000,Enero,1,6
Colima,2000,Febrero,2,4
Colima,2000,Marzo,3,5
Colima,2000,Abril,4,3
Colima,2000,Mayo,5,2
Colima,2000,Junio,6,5
Colima,2000,Julio,7,8
Colima,2000,Agosto,8,7
Colima,2000,Septiembre,9,4
Colima,2000,Octubre,10,5
Colima,2000,Noviembre,11,4
Colima,2000,Diciembre,12,5
Colima,2001,Enero,1,7
Colima,2001,Febrero,2,6
Colima,2001,Marzo,3,5
Colima,2001,Abril,4,7
Colima,2001,Mayo,5,7
Colima,2001,Junio,6,2
Colima,2001,Julio,7,7
Colima,2001,Agosto,8,6
Colima,2001,Septiembre,9,1
Colima,2001,Octubre,10,3
Colima,2001,Noviembre,11,4
Colima,2001,Diciembre,12,4
Colima,2002,Enero,1,3
Colima,2002,Febrero,2,3
Colima,2002,Marzo,3,3
Colima,2002,Abril,4,2
Colima,2002,Mayo,5,2
Colima,2002,Junio,6,2
Colima,2002,Julio,7,10
Colima,2002,Agosto,8,6
Colima,2002,Septiembre,9,1
Colima,2002,Octubre,10,4
Colima,2002,Noviembre,11,3
Colima,2002,Diciembre,12,4
Colima,2003,Enero,1,4
Colima,2003,Febrero,2,2
Colima,2003,Marzo,3,2
Colima,2003,Abril,4,4
Colima,2003,Mayo,5,4
Colima,2003,Junio,6,3
Colima,2003,Julio,7,2
Colima,2003,Agosto,8,5
Colima,2003,Septiembre,9,3
Colima,2003,Octubre,10,6
Colima,2003,Noviembre,11,4
Colima,2003,Diciembre,12,2
Colima,2004,Enero,1,8
Colima,2004,Febrero,2,4
Colima,2004,Marzo,3,2
Colima,2004,Abril,4,5
Colima,2004,Mayo,5,4
Colima,2004,Junio,6,5
Colima,2004,Julio,7,2
Colima,2004,Agosto,8,2
Colima,2004,Septiembre,9,3
Colima,2004,Octubre,10,9
Colima,2004,Noviembre,11,3
Colima,2004,Diciembre,12,6
Colima,2005,Enero,1,3
Colima,2005,Febrero,2,7
Colima,2005,Marzo,3,6
Colima,2005,Abril,4,4
Colima,2005,Mayo,5,1
Colima,2005,Junio,6,7
Colima,2005,Julio,7,3
Colima,2005,Agosto,8,6
Colima,2005,Septiembre,9,4
Colima,2005,Octubre,10,1
Colima,2005,Noviembre,11,5
Colima,2005,Diciembre,12,4
Colima,2006,Enero,1,3
Colima,2006,Febrero,2,2
Colima,2006,Marzo,3,3
Colima,2006,Abril,4,2
Colima,2006,Mayo,5,3
Colima,2006,Junio,6,3
Colima,2006,Julio,7,3
Colima,2006,Agosto,8,4
Colima,2006,Septiembre,9,5
Colima,2006,Noviembre,11,5
Colima,2006,Diciembre,12,9
Colima,2007,Enero,1,2
Colima,2007,Febrero,2,1
Colima,2007,Marzo,3,4
Colima,2007,Abril,4,1
Colima,2007,Mayo,5,3
Colima,2007,Junio,6,5
Colima,2007,Julio,7,8
Colima,2007,Agosto,8,4
Colima,2007,Septiembre,9,2
Colima,2007,Octubre,10,4
Colima,2007,Noviembre,11,2
Colima,2007,Diciembre,12,6
Colima,2008,Enero,1,5
Colima,2008,Febrero,2,7
Colima,2008,Marzo,3,3
Colima,2008,Abril,4,1
Colima,2008,Mayo,5,3
Colima,2008,Junio,6,4
Colima,2008,Julio,7,5
Colima,2008,Agosto,8,8
Colima,2008,Septiembre,9,7
Colima,2008,Octubre,10,5
Colima,2008,Noviembre,11,5
Colima,2008,Diciembre,12,1
Colima,2009,Enero,1,7
Colima,2009,Febrero,2,6
Colima,2009,Marzo,3,9
Colima,2009,Abril,4,2
Colima,2009,Mayo,5,3
Colima,2009,Junio,6,3
Colima,2009,Julio,7,2
Colima,2009,Agosto,8,7
Colima,2009,Septiembre,9,10
Colima,2009,Octubre,10,3
Colima,2009,Noviembre,11,3
Colima,2009,Diciembre,12,3
Colima,2010,Enero,1,2
Colima,2010,Febrero,2,1
Colima,2010,Marzo,3,4
Colima,2010,Abril,4,3
Colima,2010,Mayo,5,9
Colima,2010,Junio,6,19
Colima,2010,Julio,7,9
Colima,2010,Agosto,8,9
Colima,2010,Septiembre,9,25
Colima,2010,Octubre,10,15
Colima,2010,Noviembre,11,13
Colima,2010,Diciembre,12,14
Colima,2011,Enero,1,4
Colima,2011,Febrero,2,22
Colima,2011,Marzo,3,15
Colima,2011,Abril,4,10
Colima,2011,Mayo,5,18
Colima,2011,Junio,6,8
Colima,2011,Julio,7,13
Colima,2011,Agosto,8,15
Colima,2011,Septiembre,9,11
Colima,2011,Octubre,10,16
Colima,2011,Noviembre,11,7
Colima,2011,Diciembre,12,16
Colima,2012,Enero,1,22
Colima,2012,Febrero,2,19
Colima,2012,Marzo,3,21
Colima,2012,Abril,4,12
Colima,2012,Mayo,5,31
Colima,2012,Junio,6,20
Colima,2012,Julio,7,24
Colima,2012,Agosto,8,21
Colima,2012,Septiembre,9,25
Colima,2012,Octubre,10,19
Colima,2012,Noviembre,11,16
Colima,2012,Diciembre,12,28
Colima,2013,Enero,1,35
Colima,2013,Febrero,2,21
Colima,2013,Marzo,3,24
Colima,2013,Abril,4,13
Colima,2013,Mayo,5,13
Colima,2013,Junio,6,13
Colima,2013,Julio,7,16
Colima,2013,Agosto,8,17
Colima,2013,Septiembre,9,10
Colima,2013,Octubre,10,17
Colima,2013,Noviembre,11,14
Colima,2013,Diciembre,12,16
Colima,2014,Enero,1,7
Colima,2014,Febrero,2,20
Colima,2014,Marzo,3,12
Colima,2014,Abril,4,21
Colima,2014,Mayo,5,9
Colima,2014,Junio,6,10
Colima,2014,Julio,7,6
Colima,2014,Agosto,8,7
Colima,2014,Septiembre,9,5
Colima,2014,Octubre,10,12
Colima,2014,Noviembre,11,15
Colima,2014,Diciembre,12,11
Colima,2015,Enero,1,17
Colima,2015,Febrero,2,12
Colima,2015,Marzo,3,20
Colima,2015,Abril,4,12
Colima,2015,Mayo,5,18
Colima,2015,Junio,6,12
Colima,2015,Julio,7,15
Colima,2015,Agosto,8,11
Colima,2015,Septiembre,9,20
Colima,2015,Octubre,10,20
Colima,2015,Noviembre,11,27
Colima,2015,Diciembre,12,30
Colima,2016,Enero,1,26
